"demers_pelag","mobility","big","Genus","Species","Tmax","tmax_metric","tmax_acc","lat","lon","altitude","citation","Phylum","Class","Order","Family","NMGHCND_2m_shade_Tb95","NMGHCND_exposed_Tb95","NMGHCND_exposed_Tb_wet95","NMGHCND_shade_Tb_wet95","thermy","Realm","Realm_detail","weight","length","ctmax_ARR_GS","thabann","thabsum","thabmaxmo","thab95hr","elev.grid","thabann.adj","thabsum.adj","thabmaxmo.adj","thab95hr.marineBT","thab95hr.marineBTmore","thab95hr.marineBTless","MBTrefuge","tmax.accsum","tmax.accsum.elev","tmax.accsumbyspp","tmax.accsumbyspp.elev","tsm_ann","tsm_ann_elev","tsm_sum","tsm_sum_elev","tsm_maxmo","tsm_maxmo_elev","tsm_95hr_accsum","tsm_95hr_marineBT","tsm_95hr_marineBT_accsum","tsm_95hr_marineBT_accsumbyspp","tsm_95hr_marineBTmore_accsum","tsm_95hr_marineBTless_accsum","tsm_NMGHCND_2m_shade_Tb95","tsm_NMGHCND_2m_shade_Tb95_accsum","tsm_NMGHCND_2m_shade_Tb95_accsum.elev","tsm_NMGHCND_2m_shade_Tb95_accsumbyspp.elev","tsm_NMGHCND_exposed_Tb95","tsm_NMGHCND_exposed_Tb95_accsum","tsm_NMGHCND_exposed_Tb95_accsum.elev","tsm_NMGHCND_shade_Tb_wet95","tsm_NMGHCND_shade_Tb_wet95_accsum","tsm_NMGHCND_shade_Tb_wet95_accsum.elev","tsm_NMGHCND_shade_Tb_wet95_accsumbyspp.elev","animal.type","tb_favorableGHCND95","tb_sunGHCND95","tsm_exposedGHCND95","tsm_favorableGHCND95","tsm_favorableGHCND95_marBTmore","tsm_favorableGHCND95_marBTless","tsm_favorableGHCND95byspp","tsm_favorableGHCND95_nomarineBT","tsm_favorableGHCND95_noacc"
NA,NA,NA,"Eremias","argus",43,"crit",28,36.1,111.5,467,"Li_2009","Chordata","Reptilia","Squamata","Lacertidae",29.0030549145255,51.4673142695509,30.9412486518296,23.403411669713,"ectotherm","Terrestrial","",7.2,NA,0.04,11.318125,23.26625,24.43375,NA,651.5,12.332875,24.281,25.4485,NA,NA,NA,NA,42.4792875,42.59091,42.81065,42.85124,31.681875,30.667125,19.73375,18.719,18.56625,17.5515,NA,NA,NA,NA,NA,NA,13.9969450854745,13.4762325854745,13.5878550854745,13.8481850854745,-8.4673142695509,-8.9880267695509,-8.8764042695509,19.596588330287,19.075875830287,19.187498330287,19.447828330287,"reptile",29.0030549145255,51.4673142695509,-8.8764042695509,13.5878550854745,13.5878550854745,13.5878550854745,13.8481850854745,13.5878550854745,13.9969450854745
NA,NA,NA,"Eremias","brenchleyi",40.8,"crit",28,33.6,117.02,4,"Xu_and_Ji_2001","Chordata","Reptilia","Squamata","Lacertidae",29.8479601113234,47.4932738928173,29.5540155585925,25.8026268384559,"ectotherm","Terrestrial","",7.65,NA,0.2,15.8188541666667,27.2205208333333,28.3328125,NA,26,15.9398541666667,27.3415208333333,28.4538125,NA,NA,NA,NA,40.7142572916667,40.7275672916667,40.6441041666667,40.6683041666667,24.9811458333333,24.8601458333333,13.5794791666667,13.4584791666667,12.4671875,12.3461875,NA,NA,NA,NA,NA,NA,10.9520398886766,10.8662971803433,10.8796071803433,10.8203440553433,-6.6932738928173,-6.77901660115064,-6.76570660115063,14.9973731615441,14.9116304532108,14.9249404532108,14.8656773282108,"reptile",29.8479601113234,47.4932738928173,-6.76570660115063,10.8796071803433,10.8796071803433,10.8796071803433,10.8203440553433,10.8796071803433,10.9520398886766
NA,NA,NA,"Eremias","multiocellata",41,"crit",28,41.4,106.9,1000,"Li_2009","Chordata","Reptilia","Squamata","Lacertidae",22.8700938674669,45.6375707948582,23.5291529624506,16.0332654665512,"ectotherm","Terrestrial","",10.98,NA,0.24,4.725,19.6728125,21.2615625,NA,1831,9.2955,24.2433125,25.8320625,NA,NA,NA,NA,40.084009375,40.586764375,39.001475,40.098395,36.275,31.7045,21.3271875,16.7566875,19.7384375,15.1679375,NA,NA,NA,NA,NA,NA,18.1299061325331,17.2139155075331,17.7166705075331,17.2283011325331,-4.6375707948582,-5.5535614198582,-5.0508064198582,24.9667345334488,24.0507439084488,24.5534989084488,24.0651295334488,"reptile",22.8700938674669,45.6375707948582,-5.0508064198582,17.7166705075331,17.7166705075331,17.7166705075331,17.2283011325331,17.7166705075331,18.1299061325331
NA,NA,NA,"Eremiascincus","fasciolatus",41.2,"crit",35,-27.75,140.72,NA,"Bennett_and_John-Alder_1986","Chordata","Reptilia","Squamata","Scincidae",35.5176937220588,59.2715525712932,30.4273225974486,21.9822664803758,"ectotherm","Terrestrial","",42.45,NA,NA,22.6309895833333,30.4117708333333,31.48421875,NA,58,22.6309895833333,30.4117708333333,31.48421875,NA,NA,NA,NA,40.6952947916667,40.6952947916667,NA,NA,18.5690104166667,18.5690104166667,10.7882291666667,10.7882291666667,9.71578125,9.71578125,NA,NA,NA,NA,NA,NA,5.6823062779412,5.17760106960787,5.17760106960787,NA,-18.0715525712932,-18.5762577796265,-18.5762577796265,19.2177335196242,18.7130283112909,18.7130283112909,NA,"reptile",35.5176937220588,59.2715525712932,-18.5762577796265,5.17760106960787,5.17760106960787,5.17760106960787,NA,5.17760106960787,5.6823062779412
NA,NA,NA,"Eremiascincus","richardsoni",42,"crit",25,-34.57,139.57,0,"Bennett_1986","Chordata","Reptilia","Squamata","Scincidae",28.309565123848,52.849933682576,28.6199708918792,19.2244820949639,"ectotherm","Terrestrial","",46.58,NA,NA,16.0361979166667,21.6483333333333,22.2653125,NA,53,16.3276979166667,21.9398333333333,22.5568125,NA,NA,NA,NA,41.6313166666667,41.6633816666667,NA,NA,25.9638020833333,25.6723020833333,20.3516666666667,20.0601666666667,19.7346875,19.4431875,NA,NA,NA,NA,NA,NA,13.690434876152,13.3217515428187,13.3538165428187,NA,-10.849933682576,-11.2186170159093,-11.1865520159093,22.7755179050361,22.4068345717028,22.4388995717028,NA,"reptile",28.309565123848,52.849933682576,-11.1865520159093,13.3538165428187,13.3538165428187,13.3538165428187,NA,13.3538165428187,13.690434876152
NA,NA,NA,"Erthemis","simplicicollis",46.5,"crit",25,29.6,-82.3,55,"May_1978","Arthropoda","Insecta","Odonata","Libellulidae",30.9857788085938,50.8137338638306,32.5436080932617,25.6133712768555,"ectotherm","Terrestrial","",0.0793,NA,NA,20.6830729166667,26.9529166666667,27.335625,NA,32,20.5565729166667,26.8264166666667,27.209125,NA,NA,NA,NA,46.7148208333333,46.7009058333333,NA,NA,25.8169270833333,25.9434270833333,19.5470833333333,19.6735833333333,19.164375,19.290875,NA,NA,NA,NA,NA,NA,15.5142211914062,15.7290420247395,15.7151270247395,NA,-4.3137338638306,-4.09891303049726,-4.11282803049727,20.8866287231445,21.1014495564778,21.0875345564778,NA,"insect",30.9857788085938,50.8137338638306,-4.11282803049727,15.7151270247395,15.7151270247395,15.7151270247395,NA,15.7151270247395,15.5142211914062
NA,NA,NA,"Erythemis","credula",45.6,"crit",25,9.16,-79.83,0,"May_1978","Arthropoda","Insecta","Odonata","Libellulidae",30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,"ectotherm","Terrestrial","",0.0793,NA,NA,26.5426041666667,26.3941666666667,27.475,NA,56,26.8506041666667,26.7021666666667,27.783,NA,NA,NA,NA,45.7533583333333,45.7872383333333,NA,NA,19.0573958333333,18.7493958333333,19.2058333333333,18.8978333333333,18.125,17.817,NA,NA,NA,NA,NA,NA,15.3377166748047,15.491075008138,15.524955008138,NA,-7.2716695785522,-7.11831124521886,-7.08443124521887,19.0264406204224,19.1797989537557,19.2136789537557,NA,"insect",30.2622833251953,52.8716695785522,-7.08443124521887,15.524955008138,15.524955008138,15.524955008138,NA,15.524955008138,15.3377166748047
NA,NA,NA,"Erythemis","plebeja",46.8,"crit",25,9.16,-79.83,0,"May_1978","Arthropoda","Insecta","Odonata","Libellulidae",30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,"ectotherm","Terrestrial","",0.0793,NA,NA,26.5426041666667,26.3941666666667,27.475,NA,56,26.8506041666667,26.7021666666667,27.783,NA,NA,NA,NA,46.9533583333333,46.9872383333333,NA,NA,20.2573958333333,19.9493958333333,20.4058333333333,20.0978333333333,19.325,19.017,NA,NA,NA,NA,NA,NA,16.5377166748047,16.691075008138,16.724955008138,NA,-6.0716695785522,-5.91831124521887,-5.88443124521887,20.2264406204224,20.3797989537557,20.4136789537557,NA,"insect",30.2622833251953,52.8716695785522,-5.88443124521887,16.724955008138,16.724955008138,16.724955008138,NA,16.724955008138,16.5377166748047
NA,NA,NA,"Eulamprus","kosciuskoi",40.2,"crit",NA,-30,150,NA,"Spellerberg_1972","Chordata","Reptilia","Squamata","Scincidae",29.285965371519,55.9251762301902,30.4193502130434,20.7009881720667,"ectotherm","Terrestrial","",12.74,NA,NA,18.1265625,24.9608333333333,25.6375,NA,388.25,18.1265625,24.9608333333333,25.6375,NA,NA,NA,NA,40.2,40.2,NA,NA,22.0734375,22.0734375,15.2391666666667,15.2391666666667,14.5625,14.5625,NA,NA,NA,NA,NA,NA,10.914034628481,10.914034628481,10.914034628481,NA,-15.7251762301902,-15.7251762301902,-15.7251762301902,19.4990118279333,19.4990118279333,19.4990118279333,NA,"reptile",29.285965371519,55.9251762301902,-15.7251762301902,10.914034628481,10.914034628481,10.914034628481,NA,10.914034628481,10.914034628481
NA,NA,NA,"Friesea","grisea",35.1,"crit",7,-71.68333333,170,0,"Sinclair_et_al._2006","Arthropoda","Entognatha","Collembola","Isotomidae",NA,NA,NA,NA,"ectotherm","Terrestrial","",NA,NA,NA,-19.0804166666667,-6.81,-5.755,NA,339,-17.2159166666667,-4.9455,-3.8905,NA,NA,NA,NA,33.5809,33.785995,NA,NA,54.1804166666667,52.3159166666667,41.91,40.0455,40.855,38.9905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"insect",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Gehyra","variegata",43.8,"crit",NA,-30,150,NA,"Spellerberg_1972","Chordata","Reptilia","Squamata","Gekkonidae",29.2859649234104,55.9251807972087,30.4193519046023,20.7009905985222,"ectotherm","Terrestrial","",7.41,NA,NA,18.1265625,24.9608333333333,25.6375,NA,388.25,18.1265625,24.9608333333333,25.6375,NA,NA,NA,NA,43.8,43.8,NA,NA,25.6734375,25.6734375,18.8391666666667,18.8391666666667,18.1625,18.1625,NA,NA,NA,NA,NA,NA,14.5140350765896,14.5140350765896,14.5140350765896,NA,-12.1251807972087,-12.1251807972087,-12.1251807972087,23.0990094014778,23.0990094014778,23.0990094014778,NA,"reptile",29.2859649234104,55.9251807972087,-12.1251807972087,14.5140350765896,14.5140350765896,14.5140350765896,NA,14.5140350765896,14.5140350765896
NA,NA,NA,"Glossina","pallidipes",44.3,"crit",30,-13.03,31.45,388,"Terblanche_et_al_2008","Arthropoda","Insecta","Diptera","Glossinidae",32.832698059082,56.9798568725586,33.497071647644,25.4228494644165,"ectotherm","Terrestrial","",NA,NA,0.03,23.920859375,25.119375,27.5925,NA,632,25.262859375,26.461375,28.9345,NA,NA,NA,NA,43.76313125,43.91075125,44.15358125,44.19384125,20.379140625,19.037140625,19.180625,17.838625,16.7075,15.3655,NA,NA,NA,NA,NA,NA,11.467301940918,10.930433190918,11.078053190918,11.361143190918,-12.6798568725586,-13.2167256225586,-13.0691056225586,18.8771505355835,18.3402817855835,18.4879017855835,18.7709917855835,"insect",32.832698059082,56.9798568725586,-13.0691056225586,11.078053190918,11.078053190918,11.078053190918,11.361143190918,11.078053190918,11.467301940918
NA,NA,NA,"Gonocephalum","simplex",49.5,"crit",NA,-32.919,18.226,0,"Klok_2004","Arthropoda","Insecta","Coleoptera","Tenebrionidae",26.9171142578125,47.6298784255981,29.0899351119995,21.1914781570435,"ectotherm","Terrestrial","",NA,NA,NA,17.024140625,21.0284375,21.4803125,NA,39,17.238640625,21.2429375,21.6948125,NA,NA,NA,NA,49.5,49.5,NA,NA,32.475859375,32.261359375,28.4715625,28.2570625,28.0196875,27.8051875,NA,NA,NA,NA,NA,NA,22.5828857421875,22.5828857421875,22.5828857421875,NA,1.8701215744019,1.8701215744019,1.8701215744019,28.3085218429565,28.3085218429565,28.3085218429565,NA,"insect",26.9171142578125,47.6298784255981,1.8701215744019,22.5828857421875,22.5828857421875,22.5828857421875,NA,22.5828857421875,22.5828857421875
NA,NA,NA,"Halmaeusa","atriceps",32.3,"crit",20,-46.9,37.8,99,"Slabber_and_Chown_2005","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA,NA,NA,"ectotherm","Terrestrial","",0.00124,NA,0.12,NA,NA,NA,NA,0.628808864265928,NA,NA,NA,NA,NA,NA,NA,32.3,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"insect",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Halozetes","fulvus",39.9,"leth",15,-46.9,37.9,0,"Deere_et_al_2006","Arthropoda","Arachnida","Acarina","Oribatidae",NA,NA,NA,NA,"ectotherm","Terrestrial","",NA,NA,NA,NA,NA,NA,NA,0.628808864265928,NA,NA,NA,NA,NA,NA,NA,39.9,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spider",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Hemachatus","haemachatus",43.1,"crit",25,-26.14,28.25,1600,"Alexander_1999","Chordata","Reptilia","Squamata","Elapidae",25.284142988995,51.8315546546279,28.6967266552571,19.1417313025014,"ectotherm","Terrestrial","",669.66,NA,NA,16.4712109375,20.4877604166667,20.84671875,NA,1621,16.5867109375,20.6032604166667,20.96221875,NA,NA,NA,NA,42.6036536458333,42.6163586458333,NA,NA,26.6287890625,26.5132890625,22.6122395833333,22.4967395833333,22.25328125,22.13778125,NA,NA,NA,NA,NA,NA,17.815857011005,17.3195106568383,17.3322156568383,NA,-8.7315546546279,-9.22790100879457,-9.21519600879456,23.9582686974986,23.4619223433319,23.4746273433319,NA,"reptile",25.284142988995,51.8315546546279,-9.21519600879456,17.3322156568383,17.3322156568383,17.3322156568383,NA,17.3322156568383,17.815857011005
NA,NA,NA,"Hemiergis","decresiensis",39.3,"crit",NA,-30,150,NA,"Spellerberg_1972","Chordata","Reptilia","Squamata","Scincidae",29.2859649654113,55.9251811962112,30.4193519592062,20.7009906768479,"ectotherm","Terrestrial","",3.05,NA,NA,18.1265625,24.9608333333333,25.6375,NA,388.25,18.1265625,24.9608333333333,25.6375,NA,NA,NA,NA,39.3,39.3,NA,NA,21.1734375,21.1734375,14.3391666666667,14.3391666666667,13.6625,13.6625,NA,NA,NA,NA,NA,NA,10.0140350345887,10.0140350345887,10.0140350345887,NA,-16.6251811962112,-16.6251811962112,-16.6251811962112,18.5990093231521,18.5990093231521,18.5990093231521,NA,"reptile",29.2859649654113,55.9251811962112,-16.6251811962112,10.0140350345887,10.0140350345887,10.0140350345887,NA,10.0140350345887,10.0140350345887
NA,NA,NA,"Heteronotia","binoei",40.6,"crit",NA,-30,150,NA,"Spellerberg_1972","Chordata","Reptilia","Squamata","Gekkonidae",29.2859649644618,55.9251811915113,30.4193519590852,20.7009906766743,"ectotherm","Terrestrial","",3.66,NA,NA,18.1265625,24.9608333333333,25.6375,NA,388.25,18.1265625,24.9608333333333,25.6375,NA,NA,NA,NA,40.6,40.6,NA,NA,22.4734375,22.4734375,15.6391666666667,15.6391666666667,14.9625,14.9625,NA,NA,NA,NA,NA,NA,11.3140350355382,11.3140350355382,11.3140350355382,NA,-15.3251811915113,-15.3251811915113,-15.3251811915113,19.8990093233257,19.8990093233257,19.8990093233257,NA,"reptile",29.2859649644618,55.9251811915113,-15.3251811915113,11.3140350355382,11.3140350355382,11.3140350355382,NA,11.3140350355382,11.3140350355382
NA,NA,NA,"Hirtodrosophila","histrioides",32.3,"leth",23,43.115593,141.444655,NA,"Kimura_2004","Arthropoda","Insecta","Diptera","Drosophilidae",22.7958724975586,38.7815076828003,25.6035449981689,19.9018630027771,"ectotherm","Terrestrial","",2e-04,NA,NA,6.64765625,17.5614583333333,19.8975,NA,35,6.64765625,17.5614583333333,19.8975,NA,NA,NA,NA,31.7017604166667,31.7017604166667,NA,NA,25.65234375,25.65234375,14.7385416666667,14.7385416666667,12.4025,12.4025,NA,NA,NA,NA,NA,NA,9.5041275024414,8.90588791910806,8.90588791910806,NA,-6.48150768280031,-7.07974726613364,-7.07974726613364,12.3981369972229,11.7998974138896,11.7998974138896,NA,"insect",22.7958724975586,38.7815076828003,-7.07974726613364,8.90588791910806,8.90588791910806,8.90588791910806,NA,8.90588791910806,9.5041275024414
NA,NA,NA,"Hodotermes","mossambicus",48,"crit",35,-28,28,NA,"Mitchell_et._al._1993","Arthropoda","Insecta","Isoptera","Hodotermitidae",25.313542175293,52.856538772583,28.8723867416382,18.7109606742859,"ectotherm","Terrestrial","",NA,NA,0.16,15.0189583333333,20.0358333333333,20.42375,NA,1606,15.0189583333333,20.0358333333333,20.42375,NA,NA,NA,NA,46.3539416666667,46.3539416666667,45.6057333333333,45.6057333333333,32.9810416666667,32.9810416666667,27.9641666666667,27.9641666666667,27.57625,27.57625,NA,NA,NA,NA,NA,NA,22.686457824707,21.0403994913737,21.0403994913737,20.2921911580403,-4.856538772583,-6.50259710591634,-6.50259710591634,29.2890393257141,27.6429809923808,27.6429809923808,26.8947726590474,"insect",25.313542175293,52.856538772583,-6.50259710591634,21.0403994913737,21.0403994913737,21.0403994913737,20.2921911580403,21.0403994913737,22.686457824707
NA,NA,NA,"Isotoma","klovstadi",34.5,"crit",5,-71.68333333,170,0,"Sinclair_et_al._2006","Arthropoda","Entognatha","Collembola","Isotomidae",NA,NA,NA,NA,"ectotherm","Terrestrial","",NA,NA,NA,-19.0804166666667,-6.81,-5.755,NA,339,-17.2159166666667,-4.9455,-3.8905,NA,NA,NA,NA,33.2009,33.405995,NA,NA,53.5804166666667,51.7159166666667,41.31,39.4455,40.255,38.3905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"insect",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Lacerta","agilis",43.9,"crit",35,51.8,5.9,NA,"Bauwens_et_al._1995","Chordata","Reptilia","Squamata","Lacertidae",20.4297414832339,33.1430410973964,21.5608188874381,16.7057885246467,"ectotherm","Terrestrial","",10,NA,NA,10.265859375,17.468125,18.160625,NA,18,10.265859375,17.468125,18.160625,NA,NA,NA,NA,41.97149375,41.97149375,NA,NA,33.634140625,33.634140625,26.431875,26.431875,25.739375,25.739375,NA,NA,NA,NA,NA,NA,23.4702585167661,21.5417522667661,21.5417522667661,NA,10.7569589026036,8.8284526526036,8.8284526526036,27.1942114753533,25.2657052253533,25.2657052253533,NA,"reptile",20.4297414832339,33.1430410973964,8.8284526526036,21.5417522667661,21.5417522667661,21.5417522667661,NA,21.5417522667661,23.4702585167661
NA,NA,NA,"Lampropholis","delicata",40.8,"crit",NA,-30,150,NA,"Spellerberg_1972","Chordata","Reptilia","Squamata","Scincidae",29.2859649653427,55.9251811958822,30.4193519592002,20.7009906768392,"ectotherm","Terrestrial","",3.12,NA,NA,18.1265625,24.9608333333333,25.6375,NA,388.25,18.1265625,24.9608333333333,25.6375,NA,NA,NA,NA,40.8,40.8,NA,NA,22.6734375,22.6734375,15.8391666666667,15.8391666666667,15.1625,15.1625,NA,NA,NA,NA,NA,NA,11.5140350346573,11.5140350346573,11.5140350346573,NA,-15.1251811958822,-15.1251811958822,-15.1251811958822,20.0990093231608,20.0990093231608,20.0990093231608,NA,"reptile",29.2859649653427,55.9251811958822,-15.1251811958822,11.5140350346573,11.5140350346573,11.5140350346573,NA,11.5140350346573,11.5140350346573
NA,NA,NA,"Laudakia","stellio",44.6,"crit",30,30.8,34.5,170,"Hertz_et_al._1983","Chordata","Reptilia","Squamata","Agamidae",30.3155165383922,56.3534297986592,30.9225330592989,21.9388940804495,"ectotherm","Terrestrial","",334.57,NA,NA,18.7709895833333,24.9639583333333,25.7475,NA,319.5,19.5932395833333,25.7862083333333,26.56975,NA,NA,NA,NA,44.0460354166667,44.1364829166667,NA,NA,25.8290104166667,25.0067604166667,19.6360416666667,18.8137916666667,18.8525,18.03025,NA,NA,NA,NA,NA,NA,14.2844834616078,13.7305188782745,13.8209663782745,NA,-11.7534297986592,-12.3073943819925,-12.2169468819925,22.6611059195505,22.1071413362172,22.1975888362172,NA,"reptile",30.3155165383922,56.3534297986592,-12.2169468819925,13.8209663782745,13.8209663782745,13.8209663782745,NA,13.8209663782745,14.2844834616078
NA,NA,NA,"Lepidophyma","flavimaculatum",38,"crit",NA,10.45,-84.02,2000,"van_Berkum_1988","Chordata","Reptilia","Squamata","Xantusiidae",29.8986864945711,54.2828613164541,31.8134800749352,26.3565900198032,"ectotherm","Terrestrial","",72.94,NA,NA,22.4719791666667,22.6626041666667,23.4734375,NA,393,13.6334791666667,13.8241041666667,14.6349375,NA,NA,NA,NA,38,38,NA,NA,15.5280208333333,24.3665208333333,15.3373958333333,24.1758958333333,14.5265625,23.3650625,NA,NA,NA,NA,NA,NA,8.1013135054289,8.1013135054289,8.1013135054289,NA,-16.2828613164541,-16.2828613164541,-16.2828613164541,11.6434099801968,11.6434099801968,11.6434099801968,NA,"reptile",29.8986864945711,54.2828613164541,-16.2828613164541,8.1013135054289,8.1013135054289,8.1013135054289,NA,8.1013135054289,8.1013135054289
NA,NA,NA,"Liolaemus","abaucan",47.3,"crit",29,-27.2499,-67.42391,1200,"Cruz_et_al._2005","Chordata","Reptilia","Squamata","Tropiduridae",21.3925145193891,48.2509222428337,23.1186017474987,14.5678331096287,"ectotherm","Terrestrial","",8.64,NA,NA,5.82877604166667,11.8520833333333,12.21625,NA,3688,19.5127760416667,25.5360833333333,25.90025,NA,NA,NA,NA,45.4137291666667,46.9189691666667,NA,NA,41.4712239583333,27.7872239583333,35.4479166666667,21.7639166666667,35.08375,21.39975,NA,NA,NA,NA,NA,NA,25.9074854806109,24.0212146472776,25.5264546472776,NA,-0.950922242833705,-2.83719307616704,-1.33195307616704,32.7321668903713,30.845896057038,32.351136057038,NA,"reptile",21.3925145193891,48.2509222428337,-1.33195307616704,25.5264546472776,25.5264546472776,25.5264546472776,NA,25.5264546472776,25.9074854806109
NA,NA,NA,"Liolaemus","albiceps",44.33,"crit",29,-24.31723333,-66.15191667,3060,"Cruz_et_al._2005","Chordata","Reptilia","Squamata","Tropiduridae",17.5638552419579,41.2850351556699,19.1191980242956,10.5903302120007,"ectotherm","Terrestrial","",27.09,NA,NA,1.90619791666667,6.19083333333333,6.5984375,NA,4207,8.21469791666667,12.4993333333333,12.9069375,NA,NA,NA,NA,41.8209916666667,42.5149266666667,NA,NA,42.4238020833333,36.1153020833333,38.1391666666667,31.8306666666667,37.7315625,31.4230625,NA,NA,NA,NA,NA,NA,26.7661447580421,24.2571364247088,24.9510714247088,NA,3.0449648443301,0.535956510996762,1.22989151099677,33.7396697879993,31.230661454666,31.924596454666,NA,"reptile",17.5638552419579,41.2850351556699,1.22989151099677,24.9510714247088,24.9510714247088,24.9510714247088,NA,24.9510714247088,26.7661447580421
NA,NA,NA,"Liolaemus","bibronii",44.53,"crit",29,-40.26955,-68.22613,0,"Cruz_et_al._2005","Chordata","Reptilia","Squamata","Tropiduridae",23.7385305013018,46.5055330536694,23.0811576451977,14.9921496665895,"ectotherm","Terrestrial","",27.09,NA,NA,10.104296875,17.8803125,18.7225,NA,976,15.472296875,23.2483125,24.0905,NA,NA,NA,NA,43.306834375,43.897314375,NA,NA,34.425703125,29.057703125,26.6496875,21.2816875,25.8075,20.4395,NA,NA,NA,NA,NA,NA,20.7914694986982,19.5683038736982,20.1587838736982,NA,-1.9755330536694,-3.1986986786694,-2.6082186786694,29.5378503334105,28.3146847084105,28.9051647084105,NA,"reptile",23.7385305013018,46.5055330536694,-2.6082186786694,20.1587838736982,20.1587838736982,20.1587838736982,NA,20.1587838736982,20.7914694986982
NA,NA,NA,"Liolaemus","boulengeri",43.99,"crit",29,-42.3947,-64.59311,0,"Cruz_et_al._2005","Chordata","Reptilia","Squamata","Tropiduridae",26.3606002252557,42.1589995699814,23.0195684947507,17.5962376372501,"ectotherm","Terrestrial","",15.2,NA,NA,13.2578125,18.99875,19.59875,NA,58,13.5768125,19.31775,19.91775,NA,NA,NA,NA,42.8898625,42.9249525,NA,NA,30.7321875,30.4131875,24.99125,24.67225,24.39125,24.07225,NA,NA,NA,NA,NA,NA,17.6293997747443,16.5292622747443,16.5643522747443,NA,1.83100043001861,0.730862930018603,0.765952930018607,26.3937623627499,25.2936248627499,25.3287148627499,NA,"reptile",26.3606002252557,42.1589995699814,0.765952930018607,16.5643522747443,16.5643522747443,16.5643522747443,NA,16.5643522747443,17.6293997747443
NA,NA,NA,"Liolaemus","canqueli",44.6,"crit",29,-44.03771,-68.35657,900,"Cruz_et_al._2005","Chordata","Reptilia","Squamata","Tropiduridae",22.9999217477652,37.770643946534,19.922011666919,14.392257790318,"ectotherm","Terrestrial","",32.81,NA,NA,11.117890625,17.7152083333333,18.3375,NA,568,9.291890625,15.8892083333333,16.5115,NA,NA,NA,NA,43.3586729166667,43.1578129166667,NA,NA,33.482109375,35.308109375,26.8847916666667,28.7107916666667,26.2625,28.0885,NA,NA,NA,NA,NA,NA,21.6000782522348,20.3587511689015,20.1578911689015,NA,6.829356053466,5.58802897013267,5.38716897013267,30.207742209682,28.9664151263487,28.7655551263487,NA,"reptile",22.9999217477652,37.770643946534,5.38716897013267,20.1578911689015,20.1578911689015,20.1578911689015,NA,20.1578911689015,21.6000782522348
NA,NA,NA,"Liolaemus","capillitas",43.7,"crit",29,-29.73333333,-67.75,3300,"Cruz_2005","Chordata","Reptilia","Squamata","Tropiduridae",27.4387198930811,58.2118606798103,30.3659281707796,19.9539305294639,"ectotherm","Terrestrial","",26.21,NA,NA,13.5934244791667,20.3316666666667,20.85296875,NA,1804,5.36542447916667,12.1036666666667,12.62496875,NA,NA,NA,NA,42.7464833333333,41.8414033333333,NA,NA,30.1065755208333,38.3345755208333,23.3683333333333,31.5963333333333,22.84703125,31.07503125,NA,NA,NA,NA,NA,NA,16.2612801069189,15.3077634402522,14.4026834402522,NA,-14.5118606798103,-15.465377346477,-16.370457346477,23.7460694705361,22.7925528038694,21.8874728038694,NA,"reptile",27.4387198930811,58.2118606798103,-16.370457346477,14.4026834402522,14.4026834402522,14.4026834402522,NA,14.4026834402522,16.2612801069189
NA,NA,NA,"Liolaemus","chacoensis",44.1,"crit",29,-28.8017,-66.93978333,700,"Cruz_et_al._2005","Chordata","Reptilia","Squamata","Tropiduridae",29.2828673017683,59.0829919202463,31.4767330192963,21.4800330136722,"ectotherm","Terrestrial","",5.15,NA,NA,16.9350260416667,23.4648958333333,23.978125,NA,1428,20.9390260416667,27.4688958333333,27.982125,NA,NA,NA,NA,43.4911385416667,43.9315785416667,NA,NA,27.1649739583333,23.1609739583333,20.6351041666667,16.6311041666667,20.121875,16.117875,NA,NA,NA,NA,NA,NA,14.8171326982317,14.2082712398984,14.6487112398984,NA,-14.9829919202463,-15.5918533785796,-15.1514133785796,22.6199669863278,22.0111055279945,22.4515455279945,NA,"reptile",29.2828673017683,59.0829919202463,-15.1514133785796,14.6487112398984,14.6487112398984,14.6487112398984,NA,14.6487112398984,14.8171326982317
